chart_appearances,track_id,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
67,6fFTPGGItuEpjwXRUIr4rk,comethru, Jeremy Zucker,0.798,0.175,0,-12.603,1,0.0594,0.603,0.0,0.625,0.633,93.994,audio_features,6fFTPGGItuEpjwXRUIr4rk,spotify:track:6fFTPGGItuEpjwXRUIr4rk,https://api.spotify.com/v1/tracks/6fFTPGGItuEpjwXRUIr4rk,https://api.spotify.com/v1/audio-analysis/6fFTPGGItuEpjwXRUIr4rk,181520,4
14,51xRMJFRBrW9C1RI1qW4S0,Boys Like You - Acoustic, Anna Clendening,0.477,0.128,2,-14.567,1,0.0707,0.928,0.0,0.0875,0.38,88.917,audio_features,51xRMJFRBrW9C1RI1qW4S0,spotify:track:51xRMJFRBrW9C1RI1qW4S0,https://api.spotify.com/v1/tracks/51xRMJFRBrW9C1RI1qW4S0,https://api.spotify.com/v1/audio-analysis/51xRMJFRBrW9C1RI1qW4S0,238576,4
3,7GbAp0HKPQW7WnFJAzMoRk,Thru These Tears, LANY,0.711,0.517,11,-7.695,1,0.0391,0.154,0.0,0.149,0.294,119.945,audio_features,7GbAp0HKPQW7WnFJAzMoRk,spotify:track:7GbAp0HKPQW7WnFJAzMoRk,https://api.spotify.com/v1/tracks/7GbAp0HKPQW7WnFJAzMoRk,https://api.spotify.com/v1/audio-analysis/7GbAp0HKPQW7WnFJAzMoRk,204516,4
3,7ArrTJ1LwcGAlEO65LUQ7i,I Don't Wanna Love You Anymore, LANY,0.702,0.623,0,-8.36,1,0.0417,0.322,0.0,0.0858,0.503,104.974,audio_features,7ArrTJ1LwcGAlEO65LUQ7i,spotify:track:7ArrTJ1LwcGAlEO65LUQ7i,https://api.spotify.com/v1/tracks/7ArrTJ1LwcGAlEO65LUQ7i,https://api.spotify.com/v1/audio-analysis/7ArrTJ1LwcGAlEO65LUQ7i,201198,4
16,1yDiru08Q6omDOGkZMPnei,Maybe The Night, Ben&Ben,0.572,0.522,2,-9.095,1,0.0367,0.113,4.91e-05,0.114,0.498,74.05,audio_features,1yDiru08Q6omDOGkZMPnei,spotify:track:1yDiru08Q6omDOGkZMPnei,https://api.spotify.com/v1/tracks/1yDiru08Q6omDOGkZMPnei,https://api.spotify.com/v1/audio-analysis/1yDiru08Q6omDOGkZMPnei,217197,4
13,1xzBco0xcoJEDXktl7Jxrr,Mo Bamba, Sheck Wes,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,audio_features,1xzBco0xcoJEDXktl7Jxrr,spotify:track:1xzBco0xcoJEDXktl7Jxrr,https://api.spotify.com/v1/tracks/1xzBco0xcoJEDXktl7Jxrr,https://api.spotify.com/v1/audio-analysis/1xzBco0xcoJEDXktl7Jxrr,183907,4
2,5mdBAkjyr5AuFFbRXQ1M2X,More Of You, MAGIC!,0.489,0.357,0,-6.033,1,0.0263,0.738,0.0,0.105,0.236,81.937,audio_features,5mdBAkjyr5AuFFbRXQ1M2X,spotify:track:5mdBAkjyr5AuFFbRXQ1M2X,https://api.spotify.com/v1/tracks/5mdBAkjyr5AuFFbRXQ1M2X,https://api.spotify.com/v1/audio-analysis/5mdBAkjyr5AuFFbRXQ1M2X,234080,4
22,2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture, Eminem,0.749,0.794,0,-5.063,1,0.064,0.0193,0.0,0.543,0.46,135.959,audio_features,2SL6oP2YAEQbqsrkOzRGO4,spotify:track:2SL6oP2YAEQbqsrkOzRGO4,https://api.spotify.com/v1/tracks/2SL6oP2YAEQbqsrkOzRGO4,https://api.spotify.com/v1/audio-analysis/2SL6oP2YAEQbqsrkOzRGO4,269554,4
12,1X4l4i472kW5ofFP8Xo0x0,Sana, I Belong to the Zoo,0.66,0.373,7,-7.874,1,0.029,0.701,0.0,0.226,0.348,126.887,audio_features,1X4l4i472kW5ofFP8Xo0x0,spotify:track:1X4l4i472kW5ofFP8Xo0x0,https://api.spotify.com/v1/tracks/1X4l4i472kW5ofFP8Xo0x0,https://api.spotify.com/v1/audio-analysis/1X4l4i472kW5ofFP8Xo0x0,277099,4
1,7ATATJztoWLcqDAcVVof0C,BEBE, 6ix9ine,0.635,0.902,0,-3.559,1,0.109,0.172,0.0,0.125,0.286,102.063,audio_features,7ATATJztoWLcqDAcVVof0C,spotify:track:7ATATJztoWLcqDAcVVof0C,https://api.spotify.com/v1/tracks/7ATATJztoWLcqDAcVVof0C,https://api.spotify.com/v1/audio-analysis/7ATATJztoWLcqDAcVVof0C,217822,4
9,1rqqCSm0Qe4I9rUvWncaom,High Hopes, Panic! At The Disco,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,190947,4
4,15fZrZhdK0g1BS9sDeW6sD,Love No More, Loud Luxury,0.767,0.678,0,-6.249,1,0.054,0.0221,4.82e-05,0.258,0.217,121.01,audio_features,15fZrZhdK0g1BS9sDeW6sD,spotify:track:15fZrZhdK0g1BS9sDeW6sD,https://api.spotify.com/v1/tracks/15fZrZhdK0g1BS9sDeW6sD,https://api.spotify.com/v1/audio-analysis/15fZrZhdK0g1BS9sDeW6sD,168636,4
18,0UyljEbX9dqI1K0sqdv6B6,SLOW DANCING IN THE DARK, Joji,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0UyljEbX9dqI1K0sqdv6B6,spotify:track:0UyljEbX9dqI1K0sqdv6B6,https://api.spotify.com/v1/tracks/0UyljEbX9dqI1K0sqdv6B6,https://api.spotify.com/v1/audio-analysis/0UyljEbX9dqI1K0sqdv6B6,209274,4
11,4T3fNx3CgwDRRYgmFCbD4J,Better, Khalid,0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565,audio_features,4T3fNx3CgwDRRYgmFCbD4J,spotify:track:4T3fNx3CgwDRRYgmFCbD4J,https://api.spotify.com/v1/tracks/4T3fNx3CgwDRRYgmFCbD4J,https://api.spotify.com/v1/audio-analysis/4T3fNx3CgwDRRYgmFCbD4J,229413,4
10,0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky, Gucci Mane,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,audio_features,0QIjsbm2fh1cJ45XO9eGqq,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,https://api.spotify.com/v1/tracks/0QIjsbm2fh1cJ45XO9eGqq,https://api.spotify.com/v1/audio-analysis/0QIjsbm2fh1cJ45XO9eGqq,204665,4
18,2EK48RuuE8HHMDzD2rEDqL,Siren, SUNMI,0.61,0.905,9,-3.686,0,0.0369,0.0142,0.0,0.0592,0.521,122.012,audio_features,2EK48RuuE8HHMDzD2rEDqL,spotify:track:2EK48RuuE8HHMDzD2rEDqL,https://api.spotify.com/v1/tracks/2EK48RuuE8HHMDzD2rEDqL,https://api.spotify.com/v1/audio-analysis/2EK48RuuE8HHMDzD2rEDqL,199134,4
14,2hLNnDcwlBzTr9R1QQJw01,Bobo Di Mana, Dato' Sri Aliff Syukri,0.745,0.941,2,-6.376,0,0.102,0.129,0.0,0.249,0.59,150.092,audio_features,2hLNnDcwlBzTr9R1QQJw01,spotify:track:2hLNnDcwlBzTr9R1QQJw01,https://api.spotify.com/v1/tracks/2hLNnDcwlBzTr9R1QQJw01,https://api.spotify.com/v1/audio-analysis/2hLNnDcwlBzTr9R1QQJw01,244846,4
31,2GJ9TC1R5yzZ2gYPKGPGyp,浪流連, EggPlantEgg,0.523,0.522,0,-6.366,1,0.0367,0.373,0.0,0.0831,0.243,123.482,audio_features,2GJ9TC1R5yzZ2gYPKGPGyp,spotify:track:2GJ9TC1R5yzZ2gYPKGPGyp,https://api.spotify.com/v1/tracks/2GJ9TC1R5yzZ2gYPKGPGyp,https://api.spotify.com/v1/audio-analysis/2GJ9TC1R5yzZ2gYPKGPGyp,253383,4
6,0YammaEkYSeo9vQYZ1OwS6,Say My Name, David Guetta,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031,audio_features,0YammaEkYSeo9vQYZ1OwS6,spotify:track:0YammaEkYSeo9vQYZ1OwS6,https://api.spotify.com/v1/tracks/0YammaEkYSeo9vQYZ1OwS6,https://api.spotify.com/v1/audio-analysis/0YammaEkYSeo9vQYZ1OwS6,198947,4
42,0Px1vv9xwfSy89WJcIa0uo,一百萬個可能, 克麗絲叮,0.566,0.591,2,-5.509,1,0.0286,0.394,0.0,0.111,0.166,109.983,audio_features,0Px1vv9xwfSy89WJcIa0uo,spotify:track:0Px1vv9xwfSy89WJcIa0uo,https://api.spotify.com/v1/tracks/0Px1vv9xwfSy89WJcIa0uo,https://api.spotify.com/v1/audio-analysis/0Px1vv9xwfSy89WJcIa0uo,275455,4
2,5cr18fp7bo0OErBy2JvD9j,Freedom (feat. Jhené Aiko), Kris Wu,0.745,0.389,4,-7.803,0,0.038,0.144,0.0,0.101,0.153,100.037,audio_features,5cr18fp7bo0OErBy2JvD9j,spotify:track:5cr18fp7bo0OErBy2JvD9j,https://api.spotify.com/v1/tracks/5cr18fp7bo0OErBy2JvD9j,https://api.spotify.com/v1/audio-analysis/5cr18fp7bo0OErBy2JvD9j,264000,4
11,0nnguzeOZEmkQ8GQZsbd4Z,怕什么, JieYing Tha,0.526,0.425,0,-7.172,1,0.0282,0.822,0.0,0.246,0.432,139.792,audio_features,0nnguzeOZEmkQ8GQZsbd4Z,spotify:track:0nnguzeOZEmkQ8GQZsbd4Z,https://api.spotify.com/v1/tracks/0nnguzeOZEmkQ8GQZsbd4Z,https://api.spotify.com/v1/audio-analysis/0nnguzeOZEmkQ8GQZsbd4Z,292750,4
4,7cE5ehlKJ3L9Ejhzm3udcF,體面(電影《前任3:再見前任》插曲), Kelly Yu,0.36,0.465,10,-8.483,1,0.0337,0.421,0.000278,0.109,0.205,169.845,audio_features,7cE5ehlKJ3L9Ejhzm3udcF,spotify:track:7cE5ehlKJ3L9Ejhzm3udcF,https://api.spotify.com/v1/tracks/7cE5ehlKJ3L9Ejhzm3udcF,https://api.spotify.com/v1/audio-analysis/7cE5ehlKJ3L9Ejhzm3udcF,282770,4
3,3W5yGSGLfyrRDWEFu7lyWo,Otherside, Tom Staar,0.542,0.996,4,-3.124,1,0.0623,0.0172,0.0777,0.614,0.263,125.949,audio_features,3W5yGSGLfyrRDWEFu7lyWo,spotify:track:3W5yGSGLfyrRDWEFu7lyWo,https://api.spotify.com/v1/tracks/3W5yGSGLfyrRDWEFu7lyWo,https://api.spotify.com/v1/audio-analysis/3W5yGSGLfyrRDWEFu7lyWo,190822,4
3,6IIOcnq93QAaKeRX1cs16v,No Drama (feat. Craig David), James Hype,0.73,0.934,4,-3.995,1,0.078,0.168,2.56e-05,0.142,0.758,122.018,audio_features,6IIOcnq93QAaKeRX1cs16v,spotify:track:6IIOcnq93QAaKeRX1cs16v,https://api.spotify.com/v1/tracks/6IIOcnq93QAaKeRX1cs16v,https://api.spotify.com/v1/audio-analysis/6IIOcnq93QAaKeRX1cs16v,153310,4
16,4PEbNdnFtpko90iC0W9I2u,Be Real, Rasmus Faber,0.786,0.581,2,-9.401,1,0.0773,0.653,0.00144,0.0693,0.687,99.995,audio_features,4PEbNdnFtpko90iC0W9I2u,spotify:track:4PEbNdnFtpko90iC0W9I2u,https://api.spotify.com/v1/tracks/4PEbNdnFtpko90iC0W9I2u,https://api.spotify.com/v1/audio-analysis/4PEbNdnFtpko90iC0W9I2u,226223,4
13,2WKJGNWfblWBKqm7cw9C9N,Why Her Not Me, Grace Carter,0.391,0.649,3,-6.935,0,0.0395,0.35,0.0001,0.238,0.201,173.249,audio_features,2WKJGNWfblWBKqm7cw9C9N,spotify:track:2WKJGNWfblWBKqm7cw9C9N,https://api.spotify.com/v1/tracks/2WKJGNWfblWBKqm7cw9C9N,https://api.spotify.com/v1/audio-analysis/2WKJGNWfblWBKqm7cw9C9N,230641,4
7,3wqqG51TdysNARcSLQaQGk,From This Moment On / You’re Still the One, Caleb and Kelsey,0.447,0.281,2,-5.888,1,0.0359,0.753,0.0,0.138,0.443,134.423,audio_features,3wqqG51TdysNARcSLQaQGk,spotify:track:3wqqG51TdysNARcSLQaQGk,https://api.spotify.com/v1/tracks/3wqqG51TdysNARcSLQaQGk,https://api.spotify.com/v1/audio-analysis/3wqqG51TdysNARcSLQaQGk,221820,4
12,2rd4FH1cSaWGc0ZiUaMbX9,Lover Boy, Phum Viphurit,0.798,0.556,11,-8.597,1,0.0303,0.527,0.000353,0.0959,0.627,109.994,audio_features,2rd4FH1cSaWGc0ZiUaMbX9,spotify:track:2rd4FH1cSaWGc0ZiUaMbX9,https://api.spotify.com/v1/tracks/2rd4FH1cSaWGc0ZiUaMbX9,https://api.spotify.com/v1/audio-analysis/2rd4FH1cSaWGc0ZiUaMbX9,236727,4
12,0sMImBteCIVUKNhcyx3Cyx,Today Is a Gift, Beowülf,0.763,0.314,5,-16.465,1,0.118,0.557,0.873,0.114,0.509,141.995,audio_features,0sMImBteCIVUKNhcyx3Cyx,spotify:track:0sMImBteCIVUKNhcyx3Cyx,https://api.spotify.com/v1/tracks/0sMImBteCIVUKNhcyx3Cyx,https://api.spotify.com/v1/audio-analysis/0sMImBteCIVUKNhcyx3Cyx,154776,4
4,2aqlqChVp2c8LZ0QJ2GXUK,Terbang, TreeHill,0.486,0.863,8,-5.805,0,0.0424,0.043,1.8e-05,0.28,0.585,139.989,audio_features,2aqlqChVp2c8LZ0QJ2GXUK,spotify:track:2aqlqChVp2c8LZ0QJ2GXUK,https://api.spotify.com/v1/tracks/2aqlqChVp2c8LZ0QJ2GXUK,https://api.spotify.com/v1/audio-analysis/2aqlqChVp2c8LZ0QJ2GXUK,225347,4
2,055Nx4FMbkKhVecXon49d6,讲真的, 曾惜,0.853,0.469,5,-7.077,0,0.0334,0.463,0.0,0.119,0.796,114.01,audio_features,055Nx4FMbkKhVecXon49d6,spotify:track:055Nx4FMbkKhVecXon49d6,https://api.spotify.com/v1/tracks/055Nx4FMbkKhVecXon49d6,https://api.spotify.com/v1/audio-analysis/055Nx4FMbkKhVecXon49d6,238995,4
3,6CTWathupIiDs7U4InHnDA,Trip, Ella Mai,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,audio_features,6CTWathupIiDs7U4InHnDA,spotify:track:6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/tracks/6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/audio-analysis/6CTWathupIiDs7U4InHnDA,213993,4
81,5f9808hpiCpuNyqqdXmpF2,Buwan, juan karlos,0.631,0.381,7,-11.808,1,0.04,0.447,0.000171,0.0902,0.36,126.008,audio_features,5f9808hpiCpuNyqqdXmpF2,spotify:track:5f9808hpiCpuNyqqdXmpF2,https://api.spotify.com/v1/tracks/5f9808hpiCpuNyqqdXmpF2,https://api.spotify.com/v1/audio-analysis/5f9808hpiCpuNyqqdXmpF2,343446,4
6,7Dhy1R9NmD96wfr7VJEN37,Bom Diggy, Zack Knight,0.793,0.777,4,-5.636,0,0.197,0.273,0.0,0.144,0.528,103.956,audio_features,7Dhy1R9NmD96wfr7VJEN37,spotify:track:7Dhy1R9NmD96wfr7VJEN37,https://api.spotify.com/v1/tracks/7Dhy1R9NmD96wfr7VJEN37,https://api.spotify.com/v1/audio-analysis/7Dhy1R9NmD96wfr7VJEN37,207692,4
5,5b3auymspp8YgCB9672fbR,Bad, Lennon Stella,0.827,0.613,8,-5.34,1,0.0621,0.366,1.25e-05,0.093,0.747,137.96,audio_features,5b3auymspp8YgCB9672fbR,spotify:track:5b3auymspp8YgCB9672fbR,https://api.spotify.com/v1/tracks/5b3auymspp8YgCB9672fbR,https://api.spotify.com/v1/audio-analysis/5b3auymspp8YgCB9672fbR,177973,4
1,5UgjoUPtYN0tsckirLQ1SU,If Only - Mandarin Version, Andrea Bocelli,0.229,0.289,4,-10.974,1,0.0353,0.817,1.38e-05,0.104,0.0771,75.981,audio_features,5UgjoUPtYN0tsckirLQ1SU,spotify:track:5UgjoUPtYN0tsckirLQ1SU,https://api.spotify.com/v1/tracks/5UgjoUPtYN0tsckirLQ1SU,https://api.spotify.com/v1/audio-analysis/5UgjoUPtYN0tsckirLQ1SU,217222,4
12,56y9Vdi0PWuDqjz6RQ2K93,學貓叫, 小潘潘（潘柚彤）,0.832,0.84,6,-4.937,1,0.0296,0.197,0.000135,0.143,0.926,115.04,audio_features,56y9Vdi0PWuDqjz6RQ2K93,spotify:track:56y9Vdi0PWuDqjz6RQ2K93,https://api.spotify.com/v1/tracks/56y9Vdi0PWuDqjz6RQ2K93,https://api.spotify.com/v1/audio-analysis/56y9Vdi0PWuDqjz6RQ2K93,209218,4
1,60T6dfF5Q7KL2ujEefzoCE,still feel., half•alive,0.779,0.525,10,-5.756,0,0.0487,0.148,0.0,0.0675,0.698,120.018,audio_features,60T6dfF5Q7KL2ujEefzoCE,spotify:track:60T6dfF5Q7KL2ujEefzoCE,https://api.spotify.com/v1/tracks/60T6dfF5Q7KL2ujEefzoCE,https://api.spotify.com/v1/audio-analysis/60T6dfF5Q7KL2ujEefzoCE,247438,4
28,1N7YeVU0ZwAFbOhwM61ef6,Head Above Water, Avril Lavigne,0.578,0.694,5,-5.351,1,0.0706,0.0112,0.0,0.102,0.268,129.921,audio_features,1N7YeVU0ZwAFbOhwM61ef6,spotify:track:1N7YeVU0ZwAFbOhwM61ef6,https://api.spotify.com/v1/tracks/1N7YeVU0ZwAFbOhwM61ef6,https://api.spotify.com/v1/audio-analysis/1N7YeVU0ZwAFbOhwM61ef6,220850,4
13,0Dn40gxVCMo5TkgS8Ik18Q,Falling Down - Bonus Track, Lil Peep,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,audio_features,0Dn40gxVCMo5TkgS8Ik18Q,spotify:track:0Dn40gxVCMo5TkgS8Ik18Q,https://api.spotify.com/v1/tracks/0Dn40gxVCMo5TkgS8Ik18Q,https://api.spotify.com/v1/audio-analysis/0Dn40gxVCMo5TkgS8Ik18Q,196400,4
18,15kQGEy89K8deJcZVFEn0N,This Feeling (feat. Kelsea Ballerini), The Chainsmokers,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,audio_features,15kQGEy89K8deJcZVFEn0N,spotify:track:15kQGEy89K8deJcZVFEn0N,https://api.spotify.com/v1/tracks/15kQGEy89K8deJcZVFEn0N,https://api.spotify.com/v1/audio-analysis/15kQGEy89K8deJcZVFEn0N,197947,4
31,6xtcFXSo8H9BZN637BMVKS,Let You Love Me, Rita Ora,0.531,0.854,10,-3.149,1,0.198,0.288,0.0,0.0773,0.456,94.419,audio_features,6xtcFXSo8H9BZN637BMVKS,spotify:track:6xtcFXSo8H9BZN637BMVKS,https://api.spotify.com/v1/tracks/6xtcFXSo8H9BZN637BMVKS,https://api.spotify.com/v1/audio-analysis/6xtcFXSo8H9BZN637BMVKS,190000,4
9,2LHIwubgdCjbbBaoP9gkWB,Bottled Up, Dinah Jane,0.843,0.58,2,-4.271,1,0.0591,0.107,1.84e-05,0.0645,0.638,98.023,audio_features,2LHIwubgdCjbbBaoP9gkWB,spotify:track:2LHIwubgdCjbbBaoP9gkWB,https://api.spotify.com/v1/tracks/2LHIwubgdCjbbBaoP9gkWB,https://api.spotify.com/v1/audio-analysis/2LHIwubgdCjbbBaoP9gkWB,199301,4
18,5lr4DTs2cUZqFdFEnl9KqV,Anta Permana, Dato' Sri Siti Nurhaliza,0.582,0.757,2,-3.503,0,0.0453,0.363,0.0,0.37,0.489,120.141,audio_features,5lr4DTs2cUZqFdFEnl9KqV,spotify:track:5lr4DTs2cUZqFdFEnl9KqV,https://api.spotify.com/v1/tracks/5lr4DTs2cUZqFdFEnl9KqV,https://api.spotify.com/v1/audio-analysis/5lr4DTs2cUZqFdFEnl9KqV,204014,4
7,1aDarBap4uQgOt9k4fxWd8,Lullaby, GOT7,0.727,0.888,0,-2.756,1,0.0881,0.015,0.0,0.113,0.726,129.993,audio_features,1aDarBap4uQgOt9k4fxWd8,spotify:track:1aDarBap4uQgOt9k4fxWd8,https://api.spotify.com/v1/tracks/1aDarBap4uQgOt9k4fxWd8,https://api.spotify.com/v1/audio-analysis/1aDarBap4uQgOt9k4fxWd8,217486,4
14,5dyihZecYMcEPq09Bk2OL2,Robin Hood, Anson Seabra,0.634,0.153,4,-14.409,1,0.0622,0.952,0.0,0.134,0.318,77.77,audio_features,5dyihZecYMcEPq09Bk2OL2,spotify:track:5dyihZecYMcEPq09Bk2OL2,https://api.spotify.com/v1/tracks/5dyihZecYMcEPq09Bk2OL2,https://api.spotify.com/v1/audio-analysis/5dyihZecYMcEPq09Bk2OL2,221538,4
14,0BlkZzm2ef3e0Wa1M4PDjN,親愛的怪物, 炎亞綸,0.548,0.667,3,-4.445,1,0.025,0.0796,0.0,0.0849,0.279,139.873,audio_features,0BlkZzm2ef3e0Wa1M4PDjN,spotify:track:0BlkZzm2ef3e0Wa1M4PDjN,https://api.spotify.com/v1/tracks/0BlkZzm2ef3e0Wa1M4PDjN,https://api.spotify.com/v1/audio-analysis/0BlkZzm2ef3e0Wa1M4PDjN,257422,4
4,71HEg3bYLyMAxHuJ3a6KIM,I’ll Still Have Me, Cyn,0.604,0.277,2,-8.249,1,0.0286,0.915,1.82e-05,0.113,0.22,82.922,audio_features,71HEg3bYLyMAxHuJ3a6KIM,spotify:track:71HEg3bYLyMAxHuJ3a6KIM,https://api.spotify.com/v1/tracks/71HEg3bYLyMAxHuJ3a6KIM,https://api.spotify.com/v1/audio-analysis/71HEg3bYLyMAxHuJ3a6KIM,219268,4
2,6KuU2rnFYUyYzGOwcCZDT7,False Confidence, Noah Kahan,0.417,0.673,6,-7.719,1,0.0497,0.199,0.0,0.128,0.314,108.994,audio_features,6KuU2rnFYUyYzGOwcCZDT7,spotify:track:6KuU2rnFYUyYzGOwcCZDT7,https://api.spotify.com/v1/tracks/6KuU2rnFYUyYzGOwcCZDT7,https://api.spotify.com/v1/audio-analysis/6KuU2rnFYUyYzGOwcCZDT7,222533,4
1,0PpfPNtQOOvbMNVJijTQj0,Backin' It Up (feat. Cardi B), Pardison Fontaine,0.796,0.68,10,-4.853,0,0.353,0.0886,0.0,0.268,0.565,164.932,audio_features,0PpfPNtQOOvbMNVJijTQj0,spotify:track:0PpfPNtQOOvbMNVJijTQj0,https://api.spotify.com/v1/tracks/0PpfPNtQOOvbMNVJijTQj0,https://api.spotify.com/v1/audio-analysis/0PpfPNtQOOvbMNVJijTQj0,190466,4
1,7eGaynemjJX4nr2C5OD49d,Hikayat Benladin, Ben Ladin,0.608,0.949,2,-3.81,0,0.0704,0.0714,0.0,0.288,0.669,164.936,audio_features,7eGaynemjJX4nr2C5OD49d,spotify:track:7eGaynemjJX4nr2C5OD49d,https://api.spotify.com/v1/tracks/7eGaynemjJX4nr2C5OD49d,https://api.spotify.com/v1/audio-analysis/7eGaynemjJX4nr2C5OD49d,238758,4
7,5zxwumO0laRosoeOvbVSvc,Bright Blue Skies, Mitch James,0.799,0.373,7,-8.999,1,0.0558,0.259,0.0,0.166,0.534,98.035,audio_features,5zxwumO0laRosoeOvbVSvc,spotify:track:5zxwumO0laRosoeOvbVSvc,https://api.spotify.com/v1/tracks/5zxwumO0laRosoeOvbVSvc,https://api.spotify.com/v1/audio-analysis/5zxwumO0laRosoeOvbVSvc,182907,4
12,5Twm8cK1ItYhheCFX1p0hZ,星火(電影《鬥魚》主題曲), Lydia,0.428,0.635,7,-4.83,1,0.045,0.562,0.0,0.382,0.3,80.664,audio_features,5Twm8cK1ItYhheCFX1p0hZ,spotify:track:5Twm8cK1ItYhheCFX1p0hZ,https://api.spotify.com/v1/tracks/5Twm8cK1ItYhheCFX1p0hZ,https://api.spotify.com/v1/audio-analysis/5Twm8cK1ItYhheCFX1p0hZ,305185,4
1,06RXsjrMsJs91da6kpWxmI,房間 (電影《超時空同居》插曲), 劉瑞琦,0.466,0.44,3,-9.572,1,0.0462,0.699,0.0,0.118,0.318,129.643,audio_features,06RXsjrMsJs91da6kpWxmI,spotify:track:06RXsjrMsJs91da6kpWxmI,https://api.spotify.com/v1/tracks/06RXsjrMsJs91da6kpWxmI,https://api.spotify.com/v1/audio-analysis/06RXsjrMsJs91da6kpWxmI,241905,4
4,20yOiJHRQGirFYehRSIb6i,"Save Me, Save You", WJSN,0.729,0.928,7,-3.028,1,0.054,0.054,0.0,0.36,0.618,115.998,audio_features,20yOiJHRQGirFYehRSIb6i,spotify:track:20yOiJHRQGirFYehRSIb6i,https://api.spotify.com/v1/tracks/20yOiJHRQGirFYehRSIb6i,https://api.spotify.com/v1/audio-analysis/20yOiJHRQGirFYehRSIb6i,224931,4
5,7fZ2GktS3lfZuI6BbDamrS,Lost Sparks, Canyon City,0.549,0.303,4,-12.371,1,0.0288,0.556,1.79e-05,0.0849,0.2,135.99,audio_features,7fZ2GktS3lfZuI6BbDamrS,spotify:track:7fZ2GktS3lfZuI6BbDamrS,https://api.spotify.com/v1/tracks/7fZ2GktS3lfZuI6BbDamrS,https://api.spotify.com/v1/audio-analysis/7fZ2GktS3lfZuI6BbDamrS,226413,4
6,1sWa83eBulwrSneRVHiC04,RAGAMAN, Faizal Tahir,0.694,0.708,0,-3.447,1,0.0571,0.302,0.0,0.833,0.802,141.03,audio_features,1sWa83eBulwrSneRVHiC04,spotify:track:1sWa83eBulwrSneRVHiC04,https://api.spotify.com/v1/tracks/1sWa83eBulwrSneRVHiC04,https://api.spotify.com/v1/audio-analysis/1sWa83eBulwrSneRVHiC04,250967,4
3,2OpBganfGk2GVdSlRdxzaX,Better, Khalid,0.695,0.586,0,-10.315,0,0.0658,0.102,0.317,0.113,0.112,98.035,audio_features,2OpBganfGk2GVdSlRdxzaX,spotify:track:2OpBganfGk2GVdSlRdxzaX,https://api.spotify.com/v1/tracks/2OpBganfGk2GVdSlRdxzaX,https://api.spotify.com/v1/audio-analysis/2OpBganfGk2GVdSlRdxzaX,229320,4
2,6JQvHMSaR8flFsN53ypOfP,Noticed, Lil Mosey,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,audio_features,6JQvHMSaR8flFsN53ypOfP,spotify:track:6JQvHMSaR8flFsN53ypOfP,https://api.spotify.com/v1/tracks/6JQvHMSaR8flFsN53ypOfP,https://api.spotify.com/v1/audio-analysis/6JQvHMSaR8flFsN53ypOfP,165000,4
14,5NiqIB4BwRpoU1V6U195OU,151 Rum, JID,0.73,0.86,7,-3.532,1,0.191,0.199,0.00182,0.322,0.647,129.952,audio_features,5NiqIB4BwRpoU1V6U195OU,spotify:track:5NiqIB4BwRpoU1V6U195OU,https://api.spotify.com/v1/tracks/5NiqIB4BwRpoU1V6U195OU,https://api.spotify.com/v1/audio-analysis/5NiqIB4BwRpoU1V6U195OU,156695,4
6,1snopndi7k1Y0c4KpWtjJa,NOAH, HAON,0.757,0.947,9,-3.888,0,0.205,0.26,1.13e-06,0.096,0.684,116.023,audio_features,1snopndi7k1Y0c4KpWtjJa,spotify:track:1snopndi7k1Y0c4KpWtjJa,https://api.spotify.com/v1/tracks/1snopndi7k1Y0c4KpWtjJa,https://api.spotify.com/v1/audio-analysis/1snopndi7k1Y0c4KpWtjJa,224570,4
