chart_appearances,track_id,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
6,4SXEPh7ese9BmZGNwXlnUD,Tatted, LATRO,0.544,0.239,11,-15.005,0,0.0252,0.771,0.377,0.0982,0.182,93.993,audio_features,4SXEPh7ese9BmZGNwXlnUD,spotify:track:4SXEPh7ese9BmZGNwXlnUD,https://api.spotify.com/v1/tracks/4SXEPh7ese9BmZGNwXlnUD,https://api.spotify.com/v1/audio-analysis/4SXEPh7ese9BmZGNwXlnUD,185827,4
13,3npzogdOEiVsieXmmhBepL,The Bones, Maren Morris,0.612,0.57,11,-6.642,0,0.0347,0.279,0.0,0.0963,0.335,77.004,audio_features,3npzogdOEiVsieXmmhBepL,spotify:track:3npzogdOEiVsieXmmhBepL,https://api.spotify.com/v1/tracks/3npzogdOEiVsieXmmhBepL,https://api.spotify.com/v1/audio-analysis/3npzogdOEiVsieXmmhBepL,197293,4
27,6ya8ejoKgw906Y8LWclqrp,Racks In The Middle (feat. Roddy Ricch and Hit-Boy), Nipsey Hussle,0.671,0.833,5,-5.152,0,0.395,0.0825,0.0,0.0726,0.702,79.351,audio_features,6ya8ejoKgw906Y8LWclqrp,spotify:track:6ya8ejoKgw906Y8LWclqrp,https://api.spotify.com/v1/tracks/6ya8ejoKgw906Y8LWclqrp,https://api.spotify.com/v1/audio-analysis/6ya8ejoKgw906Y8LWclqrp,233278,4
6,1JQPZKIXKU3wdOSjk2ILgM,FOCUS ON ME, Jus2,0.797,0.767,0,-3.286,0,0.151,0.0974,1.32e-05,0.101,0.536,98.988,audio_features,1JQPZKIXKU3wdOSjk2ILgM,spotify:track:1JQPZKIXKU3wdOSjk2ILgM,https://api.spotify.com/v1/tracks/1JQPZKIXKU3wdOSjk2ILgM,https://api.spotify.com/v1/audio-analysis/1JQPZKIXKU3wdOSjk2ILgM,216458,4
4,7ztlf9mCrjoLXAYYf0LCYx,No Different, Epik High,0.732,0.6,1,-6.127,1,0.0535,0.0307,8.25e-05,0.137,0.238,131.912,audio_features,7ztlf9mCrjoLXAYYf0LCYx,spotify:track:7ztlf9mCrjoLXAYYf0LCYx,https://api.spotify.com/v1/tracks/7ztlf9mCrjoLXAYYf0LCYx,https://api.spotify.com/v1/audio-analysis/7ztlf9mCrjoLXAYYf0LCYx,200362,4
13,2nRm7BbBcpVaInDBCag61K,Lovedrunk, Epik High,0.732,0.704,7,-6.294,1,0.132,0.526,0.0,0.104,0.493,89.932,audio_features,2nRm7BbBcpVaInDBCag61K,spotify:track:2nRm7BbBcpVaInDBCag61K,https://api.spotify.com/v1/tracks/2nRm7BbBcpVaInDBCag61K,https://api.spotify.com/v1/audio-analysis/2nRm7BbBcpVaInDBCag61K,250758,4
19,7hzlzoOwCZ4D3Ow5YZK4kj,Insomnia, Daya,0.754,0.653,7,-5.095,1,0.0611,0.0944,0.0,0.383,0.379,123.084,audio_features,7hzlzoOwCZ4D3Ow5YZK4kj,spotify:track:7hzlzoOwCZ4D3Ow5YZK4kj,https://api.spotify.com/v1/tracks/7hzlzoOwCZ4D3Ow5YZK4kj,https://api.spotify.com/v1/audio-analysis/7hzlzoOwCZ4D3Ow5YZK4kj,179746,4
9,4uLmKWOb8hl49MYYAc4bnn,What You Waiting For, R.Tee,0.773,0.773,3,-2.615,0,0.0854,0.0395,6.46e-05,0.169,0.912,116.071,audio_features,4uLmKWOb8hl49MYYAc4bnn,spotify:track:4uLmKWOb8hl49MYYAc4bnn,https://api.spotify.com/v1/tracks/4uLmKWOb8hl49MYYAc4bnn,https://api.spotify.com/v1/audio-analysis/4uLmKWOb8hl49MYYAc4bnn,174042,4
8,1ThmUihH9dF8EV08ku5AXN,Faucet Failure, Ski Mask The Slump God,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,audio_features,1ThmUihH9dF8EV08ku5AXN,spotify:track:1ThmUihH9dF8EV08ku5AXN,https://api.spotify.com/v1/tracks/1ThmUihH9dF8EV08ku5AXN,https://api.spotify.com/v1/audio-analysis/1ThmUihH9dF8EV08ku5AXN,145627,4
6,6fIjnWrv46njJHLDAY2JdC,Dedication (feat. Kendrick Lamar), Nipsey Hussle,0.512,0.734,8,-5.448,0,0.438,0.431,0.0,0.226,0.168,93.995,audio_features,6fIjnWrv46njJHLDAY2JdC,spotify:track:6fIjnWrv46njJHLDAY2JdC,https://api.spotify.com/v1/tracks/6fIjnWrv46njJHLDAY2JdC,https://api.spotify.com/v1/audio-analysis/6fIjnWrv46njJHLDAY2JdC,245813,4
9,6jOqXsgB5yF8fNRn2UVN7f,RISE, MADKID,0.47,0.932,7,-3.202,1,0.174,0.0182,0.0,0.464,0.584,164.981,audio_features,6jOqXsgB5yF8fNRn2UVN7f,spotify:track:6jOqXsgB5yF8fNRn2UVN7f,https://api.spotify.com/v1/tracks/6jOqXsgB5yF8fNRn2UVN7f,https://api.spotify.com/v1/audio-analysis/6jOqXsgB5yF8fNRn2UVN7f,206213,4
5,4bKkdGBttnK4SYjT4zPC1U,"Coca Cola (From ""Luka Chuppi"")", Tony Kakkar,0.722,0.867,0,-3.652,0,0.0904,0.121,0.0052,0.123,0.893,102.009,audio_features,4bKkdGBttnK4SYjT4zPC1U,spotify:track:4bKkdGBttnK4SYjT4zPC1U,https://api.spotify.com/v1/tracks/4bKkdGBttnK4SYjT4zPC1U,https://api.spotify.com/v1/audio-analysis/4bKkdGBttnK4SYjT4zPC1U,179225,4
3,2XKFnwB6djxrJCjR3PdeRb,My Bad, Khalid,0.577,0.578,0,-9.146,0,0.0906,0.547,0.59,0.264,0.367,84.965,audio_features,2XKFnwB6djxrJCjR3PdeRb,spotify:track:2XKFnwB6djxrJCjR3PdeRb,https://api.spotify.com/v1/tracks/2XKFnwB6djxrJCjR3PdeRb,https://api.spotify.com/v1/audio-analysis/2XKFnwB6djxrJCjR3PdeRb,163973,4
4,1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine), A Boogie Wit da Hoodie,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,audio_features,1wJRveJZLSb1rjhnUHQiv6,spotify:track:1wJRveJZLSb1rjhnUHQiv6,https://api.spotify.com/v1/tracks/1wJRveJZLSb1rjhnUHQiv6,https://api.spotify.com/v1/audio-analysis/1wJRveJZLSb1rjhnUHQiv6,189487,4
2,4T4CZ3Q4z3GG7lU720YYhM,Soltera, Lunay,0.778,0.731,5,-4.325,1,0.0399,0.446,0.0,0.251,0.854,91.991,audio_features,4T4CZ3Q4z3GG7lU720YYhM,spotify:track:4T4CZ3Q4z3GG7lU720YYhM,https://api.spotify.com/v1/tracks/4T4CZ3Q4z3GG7lU720YYhM,https://api.spotify.com/v1/audio-analysis/4T4CZ3Q4z3GG7lU720YYhM,213913,4
2,3sm9FJhwOjsdzrfRgIf1ZK,Dalaga, ALLMO$T,0.94,0.499,8,-10.123,1,0.0825,0.535,0.000119,0.0889,0.537,109.962,audio_features,3sm9FJhwOjsdzrfRgIf1ZK,spotify:track:3sm9FJhwOjsdzrfRgIf1ZK,https://api.spotify.com/v1/tracks/3sm9FJhwOjsdzrfRgIf1ZK,https://api.spotify.com/v1/audio-analysis/3sm9FJhwOjsdzrfRgIf1ZK,297933,4
1,3fd5jcZKAzoiivM4ZDwhyU,Two of Us, Louis Tomlinson,0.614,0.605,0,-5.411,1,0.0321,0.226,0.0,0.124,0.329,127.107,audio_features,3fd5jcZKAzoiivM4ZDwhyU,spotify:track:3fd5jcZKAzoiivM4ZDwhyU,https://api.spotify.com/v1/tracks/3fd5jcZKAzoiivM4ZDwhyU,https://api.spotify.com/v1/audio-analysis/3fd5jcZKAzoiivM4ZDwhyU,217855,4
34,6YVDFHYt2YSkdkbAeqnAeH,คิดมาก - เพลงประกอบภาพยนตร์ Friend Zone ระวัง..สิ้นสุดทางเพื่อน, Namfon Indee,0.677,0.786,0,-4.273,1,0.0414,0.37,0.0,0.0558,0.847,128.989,audio_features,6YVDFHYt2YSkdkbAeqnAeH,spotify:track:6YVDFHYt2YSkdkbAeqnAeH,https://api.spotify.com/v1/tracks/6YVDFHYt2YSkdkbAeqnAeH,https://api.spotify.com/v1/audio-analysis/6YVDFHYt2YSkdkbAeqnAeH,218975,4
27,06Pvy98db25O7wlfFFFIRM,Bon Bon Chocolat, EVERGLOW,0.719,0.828,6,-5.559,1,0.0613,0.0343,0.0,0.0747,0.634,139.927,audio_features,06Pvy98db25O7wlfFFFIRM,spotify:track:06Pvy98db25O7wlfFFFIRM,https://api.spotify.com/v1/tracks/06Pvy98db25O7wlfFFFIRM,https://api.spotify.com/v1/audio-analysis/06Pvy98db25O7wlfFFFIRM,228682,4
76,5bxDmeaOyJQP8ZJmumcGeL,你一定要幸福, 开开 (赵锴羿),0.501,0.462,3,-6.598,1,0.0277,0.753,0.0,0.117,0.361,137.922,audio_features,5bxDmeaOyJQP8ZJmumcGeL,spotify:track:5bxDmeaOyJQP8ZJmumcGeL,https://api.spotify.com/v1/tracks/5bxDmeaOyJQP8ZJmumcGeL,https://api.spotify.com/v1/audio-analysis/5bxDmeaOyJQP8ZJmumcGeL,290665,4
49,7pXCpXqu1Sqnap5M9GAJbz,雪落下的声音 - 片尾曲, 陆虎,0.314,0.337,2,-10.433,1,0.0362,0.319,4.07e-05,0.191,0.294,174.896,audio_features,7pXCpXqu1Sqnap5M9GAJbz,spotify:track:7pXCpXqu1Sqnap5M9GAJbz,https://api.spotify.com/v1/tracks/7pXCpXqu1Sqnap5M9GAJbz,https://api.spotify.com/v1/audio-analysis/7pXCpXqu1Sqnap5M9GAJbz,311275,4
6,6JqpFboOH2bq9pzaYbkKBn,R.I.P. (feat. Rita Ora & Anitta), Sofia Reyes,0.764,0.752,8,-3.713,0,0.0711,0.18,0.0,0.0701,0.698,100.066,audio_features,6JqpFboOH2bq9pzaYbkKBn,spotify:track:6JqpFboOH2bq9pzaYbkKBn,https://api.spotify.com/v1/tracks/6JqpFboOH2bq9pzaYbkKBn,https://api.spotify.com/v1/audio-analysis/6JqpFboOH2bq9pzaYbkKBn,187200,4
14,58Ru1XZP3lxJ6wJoFT2PmL,Another In The Fire - Live, Hillsong UNITED,0.451,0.688,0,-7.826,1,0.035,0.000615,0.0,0.136,0.0805,135.056,audio_features,58Ru1XZP3lxJ6wJoFT2PmL,spotify:track:58Ru1XZP3lxJ6wJoFT2PmL,https://api.spotify.com/v1/tracks/58Ru1XZP3lxJ6wJoFT2PmL,https://api.spotify.com/v1/audio-analysis/58Ru1XZP3lxJ6wJoFT2PmL,393360,4
11,3u9tIlAnygQGNJ5VuSvTfi,Bagay Tayo, ALLMO$T,0.804,0.557,0,-8.658,1,0.163,0.322,0.0,0.106,0.645,100.053,audio_features,3u9tIlAnygQGNJ5VuSvTfi,spotify:track:3u9tIlAnygQGNJ5VuSvTfi,https://api.spotify.com/v1/tracks/3u9tIlAnygQGNJ5VuSvTfi,https://api.spotify.com/v1/audio-analysis/3u9tIlAnygQGNJ5VuSvTfi,397034,4
4,65wvbMx87q6IHOBWTKAhWr,Spring (feat. Sandara Park), Park Bom,0.438,0.797,7,-3.951,0,0.0767,0.194,0.0,0.167,0.521,74.516,audio_features,65wvbMx87q6IHOBWTKAhWr,spotify:track:65wvbMx87q6IHOBWTKAhWr,https://api.spotify.com/v1/tracks/65wvbMx87q6IHOBWTKAhWr,https://api.spotify.com/v1/audio-analysis/65wvbMx87q6IHOBWTKAhWr,242756,4
17,6E7jAJN2e3znSHyPCdQqx8,gogobebe, Mamamoo,0.704,0.787,0,-3.114,1,0.082,0.114,0.0,0.228,0.707,96.929,audio_features,6E7jAJN2e3znSHyPCdQqx8,spotify:track:6E7jAJN2e3znSHyPCdQqx8,https://api.spotify.com/v1/tracks/6E7jAJN2e3znSHyPCdQqx8,https://api.spotify.com/v1/audio-analysis/6E7jAJN2e3znSHyPCdQqx8,195856,4
1,1CjwoOB30TLmsRjQ7vcyQ9,Mau Cari Apa, Duo Biduan,0.822,0.764,1,-5.307,0,0.0647,0.702,0.000228,0.0855,0.77,94.017,audio_features,1CjwoOB30TLmsRjQ7vcyQ9,spotify:track:1CjwoOB30TLmsRjQ7vcyQ9,https://api.spotify.com/v1/tracks/1CjwoOB30TLmsRjQ7vcyQ9,https://api.spotify.com/v1/audio-analysis/1CjwoOB30TLmsRjQ7vcyQ9,232761,4
5,2xxAW1kGFSVCDdRVoryX8R,Maybe It’s Not Our Fault, Yerin Baek,0.311,0.604,5,-6.517,1,0.076,0.764,9.11e-05,0.168,0.626,192.08,audio_features,2xxAW1kGFSVCDdRVoryX8R,spotify:track:2xxAW1kGFSVCDdRVoryX8R,https://api.spotify.com/v1/tracks/2xxAW1kGFSVCDdRVoryX8R,https://api.spotify.com/v1/audio-analysis/2xxAW1kGFSVCDdRVoryX8R,233004,4
11,3FcCAFQj4bLpfxo8gj1kk9,Adu Rayu, Yovie Widianto,0.558,0.374,5,-12.425,1,0.0471,0.598,0.0,0.108,0.217,99.953,audio_features,3FcCAFQj4bLpfxo8gj1kk9,spotify:track:3FcCAFQj4bLpfxo8gj1kk9,https://api.spotify.com/v1/tracks/3FcCAFQj4bLpfxo8gj1kk9,https://api.spotify.com/v1/audio-analysis/3FcCAFQj4bLpfxo8gj1kk9,207700,4
2,4gK4g9BSjc0s8oF8nlUbJ9,When You Leave, Nikki Vianna,0.696,0.796,1,-5.084,1,0.06,0.236,0.0,0.0543,0.594,96.984,audio_features,4gK4g9BSjc0s8oF8nlUbJ9,spotify:track:4gK4g9BSjc0s8oF8nlUbJ9,https://api.spotify.com/v1/tracks/4gK4g9BSjc0s8oF8nlUbJ9,https://api.spotify.com/v1/audio-analysis/4gK4g9BSjc0s8oF8nlUbJ9,173196,4
6,7Eo9ZvwOJx0aDKpnYlCPDw,Pujaan Hati, Adira Suhaimi,0.492,0.574,6,-5.353,1,0.0315,0.483,0.0,0.107,0.182,72.98,audio_features,7Eo9ZvwOJx0aDKpnYlCPDw,spotify:track:7Eo9ZvwOJx0aDKpnYlCPDw,https://api.spotify.com/v1/tracks/7Eo9ZvwOJx0aDKpnYlCPDw,https://api.spotify.com/v1/audio-analysis/7Eo9ZvwOJx0aDKpnYlCPDw,248430,4
4,7ql71hBakyMi0Lxiq3Mugs,Who Do You Love, The Chainsmokers,0.51,0.835,3,-4.673,1,0.0447,0.00791,0.0,0.219,0.435,140.024,audio_features,7ql71hBakyMi0Lxiq3Mugs,spotify:track:7ql71hBakyMi0Lxiq3Mugs,https://api.spotify.com/v1/tracks/7ql71hBakyMi0Lxiq3Mugs,https://api.spotify.com/v1/audio-analysis/7ql71hBakyMi0Lxiq3Mugs,226747,4
1,6PqUdUGS4h5aGY7YyEGXr8,All The Lies, Alok,0.611,0.835,6,-4.107,1,0.139,0.167,0.0,0.107,0.672,102.023,audio_features,6PqUdUGS4h5aGY7YyEGXr8,spotify:track:6PqUdUGS4h5aGY7YyEGXr8,https://api.spotify.com/v1/tracks/6PqUdUGS4h5aGY7YyEGXr8,https://api.spotify.com/v1/audio-analysis/6PqUdUGS4h5aGY7YyEGXr8,179457,4
5,34ob61cxp34Sf7KHK6RnSU,Sa Susunod Na Lang, PDL,0.595,0.57,5,-6.232,0,0.12,0.104,0.0,0.0899,0.721,84.929,audio_features,34ob61cxp34Sf7KHK6RnSU,spotify:track:34ob61cxp34Sf7KHK6RnSU,https://api.spotify.com/v1/tracks/34ob61cxp34Sf7KHK6RnSU,https://api.spotify.com/v1/audio-analysis/34ob61cxp34Sf7KHK6RnSU,214607,4
3,4KUQFOGTaHrggl3hfMoaAe,"Kannamma - From ""Ispade Rajavum Idhaya Raniyum""", Sam C.S.,0.729,0.695,1,-8.524,1,0.0312,0.522,0.000621,0.113,0.599,127.992,audio_features,4KUQFOGTaHrggl3hfMoaAe,spotify:track:4KUQFOGTaHrggl3hfMoaAe,https://api.spotify.com/v1/tracks/4KUQFOGTaHrggl3hfMoaAe,https://api.spotify.com/v1/audio-analysis/4KUQFOGTaHrggl3hfMoaAe,256946,4
28,2gwkD6igEhQbDQegRCcdoB,Suge, DaBa,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,audio_features,2gwkD6igEhQbDQegRCcdoB,spotify:track:2gwkD6igEhQbDQegRCcdoB,https://api.spotify.com/v1/tracks/2gwkD6igEhQbDQegRCcdoB,https://api.spotify.com/v1/audio-analysis/2gwkD6igEhQbDQegRCcdoB,163320,4
25,0IrKOI4EEUtOcbBgJPoGfy,Kisah Cinta Kita, Hafiz Suip,0.563,0.542,4,-5.826,1,0.0235,0.531,0.0,0.108,0.211,141.918,audio_features,0IrKOI4EEUtOcbBgJPoGfy,spotify:track:0IrKOI4EEUtOcbBgJPoGfy,https://api.spotify.com/v1/tracks/0IrKOI4EEUtOcbBgJPoGfy,https://api.spotify.com/v1/audio-analysis/0IrKOI4EEUtOcbBgJPoGfy,230704,3
46,4n7jnSxVLd8QioibtTDBDq,On My Way, Alan Walker,0.509,0.689,1,-4.929,0,0.102,0.0209,0.0,0.301,0.297,170.087,audio_features,4n7jnSxVLd8QioibtTDBDq,spotify:track:4n7jnSxVLd8QioibtTDBDq,https://api.spotify.com/v1/tracks/4n7jnSxVLd8QioibtTDBDq,https://api.spotify.com/v1/audio-analysis/4n7jnSxVLd8QioibtTDBDq,193798,4
111,1P6lrCrV6CDxmkSuYreqc7,畢竟深愛過, 六哲,0.631,0.473,1,-8.901,1,0.0371,0.48,0.0,0.0622,0.165,131.923,audio_features,1P6lrCrV6CDxmkSuYreqc7,spotify:track:1P6lrCrV6CDxmkSuYreqc7,https://api.spotify.com/v1/tracks/1P6lrCrV6CDxmkSuYreqc7,https://api.spotify.com/v1/audio-analysis/1P6lrCrV6CDxmkSuYreqc7,284027,4
19,4WuKHgxdCJsaOBIh7yndty,MIROH, Stray Kids,0.563,0.979,9,-3.104,1,0.104,0.00911,0.0,0.249,0.503,126.063,audio_features,4WuKHgxdCJsaOBIh7yndty,spotify:track:4WuKHgxdCJsaOBIh7yndty,https://api.spotify.com/v1/tracks/4WuKHgxdCJsaOBIh7yndty,https://api.spotify.com/v1/audio-analysis/4WuKHgxdCJsaOBIh7yndty,207617,4
10,4qL04jqIt52tBiCg5agIzE,"Call, Call Me (feat. Sam Rui & Gentle Bones)", MYRNE,0.615,0.742,10,-4.973,0,0.0589,0.334,7.14e-06,0.186,0.434,94.962,audio_features,4qL04jqIt52tBiCg5agIzE,spotify:track:4qL04jqIt52tBiCg5agIzE,https://api.spotify.com/v1/tracks/4qL04jqIt52tBiCg5agIzE,https://api.spotify.com/v1/audio-analysis/4qL04jqIt52tBiCg5agIzE,227368,4
18,3qgg6AD7z5cAq4SauSMRPH,Don't Let Me Drown, Tabitha Nauser,0.669,0.622,9,-8.949,1,0.0467,0.0165,3.24e-05,0.559,0.367,122.02,audio_features,3qgg6AD7z5cAq4SauSMRPH,spotify:track:3qgg6AD7z5cAq4SauSMRPH,https://api.spotify.com/v1/tracks/3qgg6AD7z5cAq4SauSMRPH,https://api.spotify.com/v1/audio-analysis/3qgg6AD7z5cAq4SauSMRPH,185459,4
3,30URzmYtStydTpGC6X9IMG,fly., bittymacbeth,0.607,0.593,10,-7.134,0,0.0582,0.699,8.43e-06,0.136,0.303,78.104,audio_features,30URzmYtStydTpGC6X9IMG,spotify:track:30URzmYtStydTpGC6X9IMG,https://api.spotify.com/v1/tracks/30URzmYtStydTpGC6X9IMG,https://api.spotify.com/v1/audio-analysis/30URzmYtStydTpGC6X9IMG,231005,4
14,45ZGEdLxCZvdMX9jWlsAAx,I Don't Belong In This Club, Why Don't We,0.797,0.543,11,-5.744,1,0.0439,0.0202,0.0,0.0726,0.164,115.036,audio_features,45ZGEdLxCZvdMX9jWlsAAx,spotify:track:45ZGEdLxCZvdMX9jWlsAAx,https://api.spotify.com/v1/tracks/45ZGEdLxCZvdMX9jWlsAAx,https://api.spotify.com/v1/audio-analysis/45ZGEdLxCZvdMX9jWlsAAx,222621,4
27,5AjINjwKyRvQJhSe2zpPHi,Pop Out (feat. Lil Tjay), Polo G,0.861,0.621,1,-7.106,1,0.362,0.121,0.0,0.0689,0.254,83.976,audio_features,5AjINjwKyRvQJhSe2zpPHi,spotify:track:5AjINjwKyRvQJhSe2zpPHi,https://api.spotify.com/v1/tracks/5AjINjwKyRvQJhSe2zpPHi,https://api.spotify.com/v1/audio-analysis/5AjINjwKyRvQJhSe2zpPHi,166640,4
2,3R8iyJpmhI9ABDmTpetV2D,Blue, TAEYEON,0.449,0.46,2,-7.081,1,0.0404,0.881,1.44e-05,0.112,0.137,99.468,audio_features,3R8iyJpmhI9ABDmTpetV2D,spotify:track:3R8iyJpmhI9ABDmTpetV2D,https://api.spotify.com/v1/tracks/3R8iyJpmhI9ABDmTpetV2D,https://api.spotify.com/v1/audio-analysis/3R8iyJpmhI9ABDmTpetV2D,212842,4
2,3t1XqbvvUtM3SHwf0qKQV0,85%, Loote,0.589,0.662,7,-7.403,1,0.042,0.401,0.0,0.147,0.405,140.088,audio_features,3t1XqbvvUtM3SHwf0qKQV0,spotify:track:3t1XqbvvUtM3SHwf0qKQV0,https://api.spotify.com/v1/tracks/3t1XqbvvUtM3SHwf0qKQV0,https://api.spotify.com/v1/audio-analysis/3t1XqbvvUtM3SHwf0qKQV0,173520,4
3,5RqPSSwBwGGxgk7KYLUgay,Boxer, Stray Kids,0.677,0.905,2,-3.421,1,0.107,0.00781,0.0,0.291,0.403,104.918,audio_features,5RqPSSwBwGGxgk7KYLUgay,spotify:track:5RqPSSwBwGGxgk7KYLUgay,https://api.spotify.com/v1/tracks/5RqPSSwBwGGxgk7KYLUgay,https://api.spotify.com/v1/audio-analysis/5RqPSSwBwGGxgk7KYLUgay,200513,4
4,56A3w4iCQlaqMlUI7U9Wys,A Song For You, NU'EST,0.482,0.609,9,-5.443,1,0.036,0.374,0.0,0.205,0.307,140.203,audio_features,56A3w4iCQlaqMlUI7U9Wys,spotify:track:56A3w4iCQlaqMlUI7U9Wys,https://api.spotify.com/v1/tracks/56A3w4iCQlaqMlUI7U9Wys,https://api.spotify.com/v1/audio-analysis/56A3w4iCQlaqMlUI7U9Wys,254083,4
3,0lgHrv9qcVhwII3aW9aMZJ,Walls - Joris Voorn Remix, Yotto,0.554,0.83,8,-5.82,1,0.0358,0.000376,0.851,0.363,0.331,122.99,audio_features,0lgHrv9qcVhwII3aW9aMZJ,spotify:track:0lgHrv9qcVhwII3aW9aMZJ,https://api.spotify.com/v1/tracks/0lgHrv9qcVhwII3aW9aMZJ,https://api.spotify.com/v1/audio-analysis/0lgHrv9qcVhwII3aW9aMZJ,220488,4
8,1ZseaIKt19broBzze3F8hz,"Hello, Anxiety", Phum Viphurit,0.84,0.495,9,-9.54,1,0.0406,0.589,0.552,0.103,0.808,125.993,audio_features,1ZseaIKt19broBzze3F8hz,spotify:track:1ZseaIKt19broBzze3F8hz,https://api.spotify.com/v1/tracks/1ZseaIKt19broBzze3F8hz,https://api.spotify.com/v1/audio-analysis/1ZseaIKt19broBzze3F8hz,264762,4
9,5AXyf6LS4D7QYp3JAJKW7F,Somewhere Only We Know, Reneé Dominique,0.546,0.28,10,-10.542,1,0.0294,0.969,0.00136,0.115,0.413,145.739,audio_features,5AXyf6LS4D7QYp3JAJKW7F,spotify:track:5AXyf6LS4D7QYp3JAJKW7F,https://api.spotify.com/v1/tracks/5AXyf6LS4D7QYp3JAJKW7F,https://api.spotify.com/v1/audio-analysis/5AXyf6LS4D7QYp3JAJKW7F,229670,4
9,7fjGyTWookViY8LlvjqpVq,別讓我走遠 (電視劇《我們與惡的距離》主題曲), Yoga Lin,0.373,0.5,8,-8.214,1,0.033,0.112,5.89e-06,0.106,0.161,141.878,audio_features,7fjGyTWookViY8LlvjqpVq,spotify:track:7fjGyTWookViY8LlvjqpVq,https://api.spotify.com/v1/tracks/7fjGyTWookViY8LlvjqpVq,https://api.spotify.com/v1/audio-analysis/7fjGyTWookViY8LlvjqpVq,199756,4
17,5BqwC9kOBbqYkzdOKeXFFk,for lovers who hesitate, Jannabi,0.52,0.431,10,-8.484,1,0.0284,0.705,0.000264,0.301,0.302,74.004,audio_features,5BqwC9kOBbqYkzdOKeXFFk,spotify:track:5BqwC9kOBbqYkzdOKeXFFk,https://api.spotify.com/v1/tracks/5BqwC9kOBbqYkzdOKeXFFk,https://api.spotify.com/v1/audio-analysis/5BqwC9kOBbqYkzdOKeXFFk,265000,4
20,5p1ex0pXv6jSPJ6QbumQpD,Piece Of Your Heart, MEDUZA,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,audio_features,5p1ex0pXv6jSPJ6QbumQpD,spotify:track:5p1ex0pXv6jSPJ6QbumQpD,https://api.spotify.com/v1/tracks/5p1ex0pXv6jSPJ6QbumQpD,https://api.spotify.com/v1/audio-analysis/5p1ex0pXv6jSPJ6QbumQpD,152913,4
16,5CtFsq9BSDpBgMU6MeQ8ZS,This Is Why I Need You, Jesse Ruben,0.369,0.31,3,-15.304,1,0.0404,0.819,0.00558,0.107,0.344,78.562,audio_features,5CtFsq9BSDpBgMU6MeQ8ZS,spotify:track:5CtFsq9BSDpBgMU6MeQ8ZS,https://api.spotify.com/v1/tracks/5CtFsq9BSDpBgMU6MeQ8ZS,https://api.spotify.com/v1/audio-analysis/5CtFsq9BSDpBgMU6MeQ8ZS,224253,4
45,1EOgGFj4u8UZtYY8TXDSzQ,雨下的瞬間, 李夢尹,0.573,0.364,5,-8.76,1,0.0288,0.548,0.0,0.147,0.172,149.93,audio_features,1EOgGFj4u8UZtYY8TXDSzQ,spotify:track:1EOgGFj4u8UZtYY8TXDSzQ,https://api.spotify.com/v1/tracks/1EOgGFj4u8UZtYY8TXDSzQ,https://api.spotify.com/v1/audio-analysis/1EOgGFj4u8UZtYY8TXDSzQ,272707,4
1,0sr9wJ9gQTla0XPQjyuDuw,天空之城, 李志,0.616,0.306,9,-10.637,1,0.0391,0.399,0.00204,0.194,0.199,130.035,audio_features,0sr9wJ9gQTla0XPQjyuDuw,spotify:track:0sr9wJ9gQTla0XPQjyuDuw,https://api.spotify.com/v1/tracks/0sr9wJ9gQTla0XPQjyuDuw,https://api.spotify.com/v1/audio-analysis/0sr9wJ9gQTla0XPQjyuDuw,223015,4
6,7bFx4We3iNjxmIxXBxou1G,First Class, Arijit Singh,0.534,0.959,1,-3.67,0,0.361,0.449,0.0,0.354,0.751,187.576,audio_features,7bFx4We3iNjxmIxXBxou1G,spotify:track:7bFx4We3iNjxmIxXBxou1G,https://api.spotify.com/v1/tracks/7bFx4We3iNjxmIxXBxou1G,https://api.spotify.com/v1/audio-analysis/7bFx4We3iNjxmIxXBxou1G,276960,3
8,0DCXNoop0obcYd1sccxjsD,你是真的離開我, R-chord,0.559,0.537,2,-9.241,1,0.0338,0.216,0.0,0.0812,0.581,131.998,audio_features,0DCXNoop0obcYd1sccxjsD,spotify:track:0DCXNoop0obcYd1sccxjsD,https://api.spotify.com/v1/tracks/0DCXNoop0obcYd1sccxjsD,https://api.spotify.com/v1/audio-analysis/0DCXNoop0obcYd1sccxjsD,234948,4
4,0XwKXTgwaoh9Tr41AAm4kh,letsnotcallitlove, theodora,0.687,0.512,9,-9.873,1,0.0655,0.771,0.0,0.103,0.428,119.921,audio_features,0XwKXTgwaoh9Tr41AAm4kh,spotify:track:0XwKXTgwaoh9Tr41AAm4kh,https://api.spotify.com/v1/tracks/0XwKXTgwaoh9Tr41AAm4kh,https://api.spotify.com/v1/audio-analysis/0XwKXTgwaoh9Tr41AAm4kh,172000,4
